sector,unit_of_measure,geo,geopolitical_entity_reporting,time_period,obs_value,sector_group
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2017,3.2,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2018,3.6,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2019,4.1,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2020,4.7,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2021,5.6,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2022,5.2,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2023,5.7,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,ES,SPAIN,2024,4.9,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2008,7.9,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2009,8.2,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2010,8.1,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2011,3.4,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2012,3.7,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2013,3.8,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2014,3.9,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2015,3.9,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2016,4.1,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2017,4.3,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2018,4.2,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2019,4.5,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2020,5.3,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2021,5.1,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2022,5.2,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2023,5.8,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2024,5.6,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2008,10.0,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2009,10.7,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2010,11.4,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2011,5.3,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2012,4.0,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2013,4.6,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2014,4.4,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2015,4.5,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2016,5.6,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2017,6.7,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2018,5.9,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2019,7.2,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2020,7.1,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2021,5.9,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2022,5.1,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2023,6.9,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,FR,FRANCE,2024,5.4,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,HU,HUNGARY,2008,16.8,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,HU,HUNGARY,2009,14.0,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,HU,HUNGARY,2010,9.9,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,HU,HUNGARY,2012,2.4,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,HU,HUNGARY,2013,2.6,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,HU,HUNGARY,2014,3.0,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,HU,HUNGARY,2015,3.3,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,HU,HUNGARY,2016,3.1,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,HU,HUNGARY,2017,2.9,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,HU,HUNGARY,2018,3.4,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,HU,HUNGARY,2019,2.3,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,HU,HUNGARY,2020,3.3,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,HU,HUNGARY,2021,2.0,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,HU,HUNGARY,2022,2.6,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,HU,HUNGARY,2023,3.0,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,HU,HUNGARY,2024,3.1,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,IT,ITALY,2008,7.2,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,IT,ITALY,2009,7.3,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,IT,ITALY,2010,7.2,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,IT,ITALY,2011,3.2,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,IT,ITALY,2012,4.9,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,IT,ITALY,2013,4.4,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,IT,ITALY,2014,4.5,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,IT,ITALY,2015,3.9,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,IT,ITALY,2016,5.0,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,IT,ITALY,2017,4.9,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,IT,ITALY,2018,5.2,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,IT,ITALY,2019,5.1,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,IT,ITALY,2020,4.8,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,IT,ITALY,2021,4.1,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,IT,ITALY,2022,3.9,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,IT,ITALY,2023,4.8,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,IT,ITALY,2024,4.6,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,MK,NORTH MACEDONIA,2014,6.9,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,MK,NORTH MACEDONIA,2016,4.1,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,MK,NORTH MACEDONIA,2018,2.5,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,MK,NORTH MACEDONIA,2020,2.5,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,MT,MALTA,2018,18.5,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,NL,NETHERLANDS,2008,4.7,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,NL,NETHERLANDS,2009,4.3,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,NL,NETHERLANDS,2010,4.4,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,NL,NETHERLANDS,2011,4.1,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,NL,NETHERLANDS,2013,3.7,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,NL,NETHERLANDS,2016,3.4,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,NL,NETHERLANDS,2017,3.6,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,NL,NETHERLANDS,2018,5.3,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,NL,NETHERLANDS,2019,5.5,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,NL,NETHERLANDS,2020,4.5,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,NL,NETHERLANDS,2021,8.7,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,NL,NETHERLANDS,2022,7.2,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,NL,NETHERLANDS,2023,4.7,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,NO,NORWAY,2011,6.2,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,NO,NORWAY,2012,6.0,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,NO,NORWAY,2013,4.9,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,NO,NORWAY,2014,5.1,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,NO,NORWAY,2015,4.8,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,NO,NORWAY,2016,7.0,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,PL,POLAND,2008,7.3,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,PL,POLAND,2009,7.6,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,PL,POLAND,2010,6.9,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,PL,POLAND,2011,2.3,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,PL,POLAND,2014,2.7,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,PL,POLAND,2015,2.1,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,PL,POLAND,2016,2.4,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,PL,POLAND,2017,2.7,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,PL,POLAND,2018,2.0,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,PL,POLAND,2019,2.2,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,PL,POLAND,2020,2.9,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,PL,POLAND,2022,3.1,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,PL,POLAND,2023,4.4,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,PL,POLAND,2024,3.5,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,PT,PORTUGAL,2008,9.2,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,PT,PORTUGAL,2009,9.4,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,PT,PORTUGAL,2010,7.4,INDUSTRY
"MANUFACTURE OF MOTOR VEHICLES, TRAILERS, SEMI-TRAILERS AND OF OTHER TRANSPORT EQUIPMENT",PERCENTAGE OF TOTAL EMPLOYMENT,PT,PORTUGAL,2024,3.9,INDUSTRY
