occupation,unit_of_measure,geo,geopolitical_entity_reporting,time_period,obs_value,occupation_short
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,NL,NETHERLANDS,2022-Q4,69.4,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,NL,NETHERLANDS,2023-Q1,69.9,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,NL,NETHERLANDS,2023-Q2,69.8,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,NL,NETHERLANDS,2023-Q3,70.2,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,NL,NETHERLANDS,2023-Q4,70.9,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,NL,NETHERLANDS,2024-Q1,71.0,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,NL,NETHERLANDS,2024-Q2,72.0,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,NL,NETHERLANDS,2024-Q3,72.8,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,NL,NETHERLANDS,2024-Q4,73.1,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,NL,NETHERLANDS,2025-Q1,74.6,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,NL,NETHERLANDS,2025-Q2,75.1,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,NO,NORWAY,2023-Q4,47.7,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,NO,NORWAY,2024-Q1,49.6,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,NO,NORWAY,2024-Q2,49.6,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,NO,NORWAY,2024-Q3,50.4,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,NO,NORWAY,2024-Q4,49.4,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,NO,NORWAY,2025-Q1,49.6,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,NO,NORWAY,2025-Q2,48.4,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PL,POLAND,2019-Q4,67.3,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PL,POLAND,2020-Q1,67.0,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PL,POLAND,2020-Q2,67.4,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PL,POLAND,2020-Q3,68.7,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PL,POLAND,2020-Q4,70.4,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PL,POLAND,2021-Q1,70.8,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PL,POLAND,2021-Q2,71.2,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PL,POLAND,2021-Q3,70.2,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PL,POLAND,2021-Q4,70.6,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PL,POLAND,2022-Q1,70.8,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PL,POLAND,2022-Q2,71.1,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PL,POLAND,2022-Q3,71.9,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PL,POLAND,2022-Q4,71.7,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PL,POLAND,2023-Q1,70.7,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PL,POLAND,2023-Q2,70.1,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PL,POLAND,2023-Q3,69.7,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PL,POLAND,2023-Q4,68.2,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PL,POLAND,2024-Q1,68.8,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PL,POLAND,2024-Q2,68.7,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PL,POLAND,2024-Q3,68.4,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PL,POLAND,2024-Q4,68.2,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PL,POLAND,2025-Q1,67.6,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PL,POLAND,2025-Q2,67.5,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PT,PORTUGAL,2019-Q4,61.2,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PT,PORTUGAL,2020-Q1,61.2,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PT,PORTUGAL,2020-Q2,63.2,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PT,PORTUGAL,2020-Q3,64.6,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PT,PORTUGAL,2020-Q4,66.4,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PT,PORTUGAL,2021-Q1,65.6,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PT,PORTUGAL,2021-Q2,64.1,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PT,PORTUGAL,2021-Q3,61.0,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PT,PORTUGAL,2021-Q4,58.9,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PT,PORTUGAL,2022-Q1,58.4,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PT,PORTUGAL,2022-Q2,56.4,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PT,PORTUGAL,2022-Q3,58.1,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PT,PORTUGAL,2022-Q4,58.7,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PT,PORTUGAL,2023-Q1,57.6,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PT,PORTUGAL,2023-Q2,55.3,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PT,PORTUGAL,2023-Q3,54.0,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PT,PORTUGAL,2023-Q4,51.4,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PT,PORTUGAL,2024-Q1,50.7,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PT,PORTUGAL,2024-Q2,51.2,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PT,PORTUGAL,2024-Q3,50.5,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PT,PORTUGAL,2024-Q4,54.5,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PT,PORTUGAL,2025-Q1,56.5,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,PT,PORTUGAL,2025-Q2,56.8,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,RO,ROMANIA,2019-Q4,61.3,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,RO,ROMANIA,2020-Q1,60.9,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,RO,ROMANIA,2020-Q2,61.4,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,RO,ROMANIA,2020-Q3,61.2,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,RO,ROMANIA,2020-Q4,62.5,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,RO,ROMANIA,2021-Q1,61.8,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,RO,ROMANIA,2021-Q2,63.1,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,RO,ROMANIA,2021-Q3,62.5,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,RO,ROMANIA,2021-Q4,61.6,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,RO,ROMANIA,2022-Q1,61.5,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,RO,ROMANIA,2022-Q2,59.6,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,RO,ROMANIA,2022-Q3,60.6,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,RO,ROMANIA,2022-Q4,59.8,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,RO,ROMANIA,2023-Q1,59.3,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,RO,ROMANIA,2023-Q2,58.9,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,RO,ROMANIA,2023-Q3,57.8,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,RO,ROMANIA,2023-Q4,58.5,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,RO,ROMANIA,2024-Q1,57.0,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,RO,ROMANIA,2024-Q2,57.0,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,RO,ROMANIA,2024-Q3,57.2,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,RO,ROMANIA,2024-Q4,55.8,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,RO,ROMANIA,2025-Q1,57.5,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,RO,ROMANIA,2025-Q2,58.6,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SE,SWEDEN,2019-Q4,65.1,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SE,SWEDEN,2020-Q1,65.0,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SE,SWEDEN,2020-Q2,63.6,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SE,SWEDEN,2020-Q3,63.4,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SE,SWEDEN,2020-Q4,64.2,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SE,SWEDEN,2021-Q1,65.1,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SE,SWEDEN,2021-Q2,65.7,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SE,SWEDEN,2021-Q3,65.6,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SE,SWEDEN,2021-Q4,65.9,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SE,SWEDEN,2022-Q1,65.7,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SE,SWEDEN,2022-Q2,65.2,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SE,SWEDEN,2022-Q3,65.0,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SE,SWEDEN,2022-Q4,64.3,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SE,SWEDEN,2023-Q1,63.0,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SE,SWEDEN,2023-Q2,62.4,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SE,SWEDEN,2023-Q3,62.0,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SE,SWEDEN,2023-Q4,61.2,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SE,SWEDEN,2024-Q1,60.4,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SE,SWEDEN,2024-Q2,60.4,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SE,SWEDEN,2024-Q3,60.2,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SE,SWEDEN,2024-Q4,61.0,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SE,SWEDEN,2025-Q1,61.5,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SE,SWEDEN,2025-Q2,61.3,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SI,SLOVENIA,2020-Q1,52.6,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SI,SLOVENIA,2020-Q2,50.5,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SI,SLOVENIA,2020-Q3,49.3,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SI,SLOVENIA,2020-Q4,49.3,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SI,SLOVENIA,2021-Q1,53.3,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SI,SLOVENIA,2021-Q2,51.8,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SI,SLOVENIA,2021-Q3,51.3,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SI,SLOVENIA,2021-Q4,48.0,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SI,SLOVENIA,2022-Q1,49.5,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SI,SLOVENIA,2022-Q2,45.2,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SI,SLOVENIA,2022-Q4,49.2,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SI,SLOVENIA,2023-Q1,46.4,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SI,SLOVENIA,2023-Q2,46.9,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SI,SLOVENIA,2023-Q4,43.5,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SI,SLOVENIA,2024-Q1,41.8,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SI,SLOVENIA,2024-Q2,40.3,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SI,SLOVENIA,2024-Q3,39.1,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SI,SLOVENIA,2024-Q4,41.4,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SI,SLOVENIA,2025-Q1,39.6,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SI,SLOVENIA,2025-Q2,41.3,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SK,SLOVAKIA,2019-Q4,46.0,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SK,SLOVAKIA,2020-Q1,41.5,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SK,SLOVAKIA,2020-Q2,37.5,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SK,SLOVAKIA,2020-Q3,33.9,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SK,SLOVAKIA,2020-Q4,35.6,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SK,SLOVAKIA,2021-Q1,39.2,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SK,SLOVAKIA,2021-Q2,38.7,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SK,SLOVAKIA,2021-Q3,38.8,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SK,SLOVAKIA,2021-Q4,38.4,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SK,SLOVAKIA,2022-Q1,36.7,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SK,SLOVAKIA,2022-Q2,36.6,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SK,SLOVAKIA,2022-Q3,36.1,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SK,SLOVAKIA,2022-Q4,36.1,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SK,SLOVAKIA,2023-Q1,35.5,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SK,SLOVAKIA,2023-Q2,33.8,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SK,SLOVAKIA,2023-Q3,35.9,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SK,SLOVAKIA,2023-Q4,35.3,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SK,SLOVAKIA,2024-Q1,37.9,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SK,SLOVAKIA,2024-Q2,37.3,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SK,SLOVAKIA,2024-Q3,35.3,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SK,SLOVAKIA,2024-Q4,35.1,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SK,SLOVAKIA,2025-Q1,29.5,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,SK,SLOVAKIA,2025-Q2,26.8,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,UK,UNITED KINGDOM,2019-Q4,54.0,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,UK,UNITED KINGDOM,2020-Q1,52.9,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,UK,UNITED KINGDOM,2020-Q2,53.1,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,UK,UNITED KINGDOM,2020-Q3,54.7,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,UK,UNITED KINGDOM,2020-Q4,56.8,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,UK,UNITED KINGDOM,2021-Q1,58.5,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,UK,UNITED KINGDOM,2021-Q2,58.7,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,UK,UNITED KINGDOM,2021-Q3,57.5,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,UK,UNITED KINGDOM,2021-Q4,55.5,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,UK,UNITED KINGDOM,2022-Q1,55.1,SOFTWARE & APP DEVELOPERS
SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,PERCENTAGE,UK,UNITED KINGDOM,2022-Q2,54.1,SOFTWARE & APP DEVELOPERS
